Index, Unfiltered_temps, Filtered_temps
1532, 2319, 3
1533, 3306, 14
1534, 2907, -1
1535, 1140, -24
1536, 2365, 4
1537, 3281, 21
1538, 1838, 2
1539, 953, -30
1540, 2469, 7
1541, 2470, 44
1542, 1105, 8
1543, -140, -62
1544, 1583, -4
1545, 2006, 27
1546, 573, -2
1547, 229, -10
1548, 603, -11
1549, 1339, 13
1550, 601, 9
1551, -971, -25
1552, -420, 0
1553, 854, 32
1554, -529, -10
1555, -2113, -25
1556, -382, -6
1557, -714, 28
1558, -1623, -10
1559, -2417, -6
1560, -1420, 2
1561, -1157, 12
1562, -1912, -1
1563, -2832, -23
1564, -2467, -1
1565, -1493, 15
1566, -1924, 9
1567, -3642, -19
1568, -2605, 0
1569, -2883, 15
1570, -2343, -6
1571, -3273, -17
1572, -3230, 10
1573, -2141, 13
1574, -2330, -5
1575, -3781, -22
1576, -3507, 7
1577, -2156, 14
1578, -2225, -6
1579, -4414, -9
1580, -2944, -4
1581, -2286, 12
1582, -3187, 3
1583, -3827, -18
1584, -3419, -5
1585, -1354, 36
1586, -1961, 1
1587, -3179, -20
1588, -1853, 10
1589, -224, 8
1590, -1451, -4
1591, -3004, -14
1592, -1777, 4
1593, -279, 10
1594, -870, 0
1595, -1506, -13
1596, -887, -5
1597, 1173, 13
1598, -212, 8
1599, -273, -17
1600, -58, 1
1601, 1140, -4
1602, 54, 8
1603, -890, -14
1604, 709, -12
1605, 2562, 11
1606, 1388, 7
1607, 1560, -15
1608, 1548, -10
1609, 2613, 12
1610, 1904, 24
1611, 1569, -40
1612, 1740, 3
1613, 2841, 14
1614, 2311, -1
1615, 1154, -14
1616, 2371, -11
1617, 4806, 17
1618, 4146, 4
1619, 2045, -19
1620, 2863, 0
1621, 4175, 23
1622, 3535, 3
1623, 1991, -23
1624, 3493, -6
1625, 4772, 14
1626, 3375, 1
1627, 2010, -13
1628, 3244, -8
1629, 3008, 21
1630, 2415, -3
1631, 2002, -5
1632, 2457, -3
1633, 3580, 14
1634, 2185, -5
1635, 2309, -23
1636, 2836, -3
1637, 3942, 21
1638, 3083, -4
1639, 885, -3
1640, 1579, -6
1641, 3380, 10
1642, 1868, -2
1643, 1102, -7
1644, 606, -5
1645, 1449, 11
1646, 1038, 0
1647, -987, -22
1648, 698, -7
1649, 1664, 28
1650, 16, 28
1651, -938, -21
1652, -130, -9
1653, -582, 11
1654, -194, 1
1655, -2373, -23
1656, -1208, 2
1657, 438, 44
1658, -1881, 2
1659, -3165, -17
1660, -1454, 5
1661, -1232, 4
1662, -1650, -3
1663, -2769, -9
1664, -2585, -2
1665, -1381, 15
1666, -1775, -8
1667, -3061, -8
1668, -2446, 0
1669, -3021, 34
1670, -2322, 5
1671, -4469, -26
1672, -3608, -11
1673, -1813, 22
1674, -2933, 3
1675, -3772, -8
1676, -3434, -8
1677, -2393, 8
1678, -3101, 4
1679, -3771, -25
1680, -3017, 4
1681, -1671, 21
1682, -2670, -2
1683, -4385, -14
1684, -2124, 4
1685, -1166, -2
1686, -2518, 9
1687, -2263, -22
1688, -2716, 0
1689, 291, 29
1690, -1368, -5
1691, -3051, -23
1692, -566, 10
1693, 179, 9
1694, -1361, 4
1695, -1424, -13
1696, -614, -9
1697, 662, 24
1698, -182, 8
1699, -959, -10
1700, 78, 3
1701, 1446, -3
1702, -178, 11
1703, 49, -21
1704, 467, -7
1705, 1927, 42
1706, 636, 3
1707, 364, -10
1708, 2380, -8
1709, 2499, 10
1710, 1244, -4
1711, 924, -12
1712, 2789, -1
1713, 3811, 19
1714, 1312, 2
1715, 1758, -27
1716, 3521, 6
1717, 4102, 18
1718, 2781, -7
1719, 2120, -6
1720, 2764, -16
1721, 3913, 28
1722, 2948, 0
1723, 3016, -28
1724, 2997, 16
1725, 3928, 18
1726, 3243, -9
1727, 2462, -12
1728, 3267, -2
1729, 4121, 15
1730, 2250, 0
1731, 1889, -30
1732, 2568, -1
1733, 3544, 19
1734, 1815, -9
1735, 675, -8
1736, 1855, -4
1737, 3697, 16
1738, 1603, -8
1739, 1949, -15
1740, 1418, 28
1741, 3254, 12
1742, 1035, -20
1743, 954, -18
1744, 1965, 8
1745, 2579, 22
1746, 482, -20
1747, -254, -15
1748, -343, 10
1749, 750, 18
1750, 252, -4
1751, -1612, -15
1752, -811, -5
1753, 460, 24
1754, -306, -3
1755, -1673, -3
1756, -2101, -8
1757, -570, 10
1758, -2198, -1
1759, -3198, -13
1760, -2107, 1
1761, -1107, 17
1762, -1749, -10
1763, -3386, -12
1764, -1327, 2
1765, -881, 20
1766, -2842, -5
1767, -3558, -44
1768, -2634, -3
1769, -1434, 26
1770, -2884, -7
1771, -3041, -3
1772, -3651, -11
1773, -2185, 4
1774, -3067, -15
1775, -3447, -13
1776, -2990, 7
1777, -2043, 22
1778, -4313, -5
1779, -3424, -12
1780, -3053, -9
1781, -2120, 12
1782, -3892, 7
1783, -3136, -20
1784, -1715, -6
1785, -1541, 17
1786, -2078, 8
1787, -3343, -9
1788, -2093, -22
1789, -1006, 34
1790, -1739, -5
1791, -3319, -18
1792, -1464, 0
1793, -1074, 15
1794, -2057, 4
1795, -2547, -44
1796, -1044, 10
1797, 234, 18
1798, -266, -10
1799, -897, -19
1800, -330, -2
1801, 963, 19
1802, 731, -2
1803, 348, -3
1804, 892, -12
1805, 1819, 11
1806, 1398, -4
1807, 447, -7
1808, 641, 1
1809, 1872, 17
1810, 1419, -17
1811, 707, -6
1812, 1623, 1
1813, 2577, 14
1814, 3193, -16
1815, 945, -8
1816, 2301, 11
1817, 3704, 11
1818, 2785, 0
1819, 1801, -21
1820, 2867, -2
1821, 2394, 15
1822, 3574, 4
1823, 2658, -21
1824, 2196, 8
1825, 4472, 12
1826, 3153, -6
1827, 2376, -17
1828, 3156, 2
1829, 4502, 17
1830, 2373, 4
1831, 1383, -12
1832, 2852, -8
1833, 3168, 8
1834, 2314, 0
1835, 2027, -9
1836, 854, -4
1837, 2161, 12
1838, 2475, 5
1839, 79, -10
1840, 869, -8
1841, 2815, 10
1842, 1412, 1
1843, 416, -13
1844, 507, -2
1845, 2202, 9
1846, 1247, 15
1847, 1, -14
1848, 453, -8
1849, 535, 17
1850, -130, 4
1851, -704, -14
1852, -82, 3
1853, -36, -4
1854, -473, 11
1855, -1855, -5
1856, -1109, -28
1857, -852, 20
1858, -1189, -2
1859, -2460, -14
1860, -1687, -1
1861, -1013, 44
1862, -2241, -9
1863, -3072, -22
1864, -1897, 4
1865, -1229, 12
1866, -2683, 2
1867, -4439, 0
1868, -2555, -15
1869, -1124, 8
1870, -2583, 14
1871, -4414, -22
1872, -2411, -8
1873, -2180, 23
1874, -2213, 1
1875, -4288, -14
1876, -2798, -22
1877, -1610, 34
1878, -2025, 5
1879, -3634, -11
1880, -2195, -1
1881, -1082, 4
1882, -2596, -3
1883, -3261, -9
1884, -1932, 4
1885, -1993, 8
1886, -2169, 4
1887, -4076, -30
1888, -2492, 0
1889, -311, 6
1890, -1544, 8
1891, -2323, -14
1892, -992, 0
1893, -527, 13
1894, -1153, -4
1895, -1563, -15
1896, -363, 6
1897, 998, 18
1898, -50, -3
1899, -1838, -29
1900, 468, 2
1901, 719, 25
1902, 511, 2
1903, -261, -25
1904, 634, 6
1905, 1747, 10
1906, 1798, 9
1907, 276, -24
1908, 861, -2
1909, 2630, 14
1910, 1335, 6
1911, 1542, -21
1912, 2004, 1
1913, 2993, 18
1914, 1887, -5
1915, 1486, -28
1916, 3320, 8
1917, 3993, 7
1918, 2634, 4
1919, 1286, -27
1920, 1945, -5
1921, 3139, 26
1922, 2923, 2
1923, 2651, -14
1924, 3003, 3
1925, 4172, 6
1926, 2103, -6
1927, 2762, -30
1928, 3284, 2
1929, 3881, 44
1930, 2217, 3
1931, 2178, -27
1932, 2636, 7
1933, 3539, 8
1934, 2615, 2
1935, 2495, -28
1936, 1924, -3
1937, 2606, 12
1938, 2007, 10
1939, 1323, -16
1940, 2701, -8
1941, 3479, 34
1942, 820, -6
1943, 770, -6
1944, 690, -1
1945, 3004, 11
1946, 664, -9
1947, -1009, -17
1948, 766, 22
1949, 1504, 21
1950, 631, 0
1951, -817, -20
1952, 1312, -10
1953, 628, 8
1954, -230, 3
1955, -1969, -6
1956, -862, 0
1957, -947, 17
1958, -1243, -16
1959, -2708, -6
1960, -1565, 3
1961, -258, 13
1962, -2228, -11
1963, -4004, -10
1964, -3811, -1
1965, -901, 14
1966, -2589, 2
1967, -3452, 0
1968, -2856, -8
1969, -1684, 6
1970, -3094, -5
1971, -4151, -15
1972, -3486, 9
1973, -1467, 24
1974, -2464, -14
1975, -3384, -11
1976, -2807, -9
1977, -1175, 31
1978, -3118, -3
1979, -5115, -27
1980, -3114, 2
1981, -1891, 14
1982, -2731, 1
1983, -3856, -20
1984, -2666, 16
1985, -2259, 9
1986, -1614, 2
1987, -3527, -22
1988, -2303, 2
1989, -1423, 4
1990, -2062, 4
1991, -2492, -16
1992, -1376, 5
1993, -790, 28
1994, -1707, -1
1995, -2457, -26
1996, -1659, -21
1997, 475, 27
1998, -1122, 2
1999, -901, -10
2000, 141, 2
2001, 1047, 19
2002, 416, -6
2003, -920, -21
2004, 623, -11
2005, 2660, 19
2006, 831, 6
2007, 568, -11
2008, 1462, -1
2009, 2037, 26
2010, 1968, -3
2011, 1202, -33
2012, 1809, -1
2013, 3583, 19
2014, 2172, 5
2015, 1449, -30
2016, 1739, 1
2017, 3331, 5
2018, 2559, 12
2019, 2462, -20
2020, 3861, -3
2021, 4746, 9
2022, 2862, -2
2023, 1252, -20
2024, 2710, 6
2025, 5108, 14
2026, 2352, -3
2027, 1990, -17
2028, 2642, -16
2029, 4809, 22
2030, 2473, -8
2031, 872, -9
2032, 2325, 3
2033, 4177, 14
2034, 2553, 0
2035, 1516, -24
2036, 2406, -3
2037, 4320, 26
2038, 1744, -5
2039, 920, -12
2040, 1700, -1
2041, 2286, 5
2042, 1008, 2
2043, -134, -24
2044, 226, -3
2045, 1637, 23
2046, 132, 0
2047, -790, -14
2048, 1259, -12
2049, 966, 10
2050, 290, -10
2051, -1846, -9
2052, -379, 11
2053, 1082, 24
2054, -2007, -6
2055, -1480, -31
2056, -316, -7
2057, 78, 32
2058, -1315, -10
2059, -1838, -14
2060, -1898, -3
2061, -1617, 32
2062, -1986, -6
2063, -3243, -28
2064, -1911, -5
2065, -1430, 23
2066, -2967, -2
2067, -4241, -18
2068, -3063, -4
2069, -1909, 56
2070, -3075, -8
2071, -4096, -17
2072, -2402, 1
2073, -1958, 15
2074, -3066, 0
2075, -3972, -14
2076, -3522, -12
2077, -1536, 17
2078, -2923, -5
2079, -3081, -19
2080, -3014, 14
2081, -1371, 24
2082, -2502, 4
2083, -3016, -26
2084, -2163, 0
2085, -1222, 25
2086, -2434, -21
2087, -2826, -22
2088, -2287, 9
2089, -623, 34
2090, -2466, -3
2091, -2406, -8
2092, -1311, -6
2093, 299, 3
2094, -235, 1
2095, -1698, -30
2096, -49, 9
2097, 711, 35
2098, -523, -3
2099, -1731, -21
2100, 767, -2
2101, 1351, 16
2102, 525, -2
2103, -801, -18
2104, 1067, 8
2105, 2657, 15
2106, 695, -2
2107, 436, -16
2108, 1992, -9
2109, 2523, 21
2110, 907, -2
2111, 441, -7
2112, 1778, -8
2113, 2764, 16
2114, 2175, -4
2115, -8, -13
2116, 3295, 0
2117, 3162, 15
2118, 1813, -4
2119, 1764, -10
2120, 3110, -3
2121, 2507, 21
2122, 2803, -22
2123, 1660, -15
2124, 2950, -3
2125, 4583, 18
2126, 3156, 6
2127, 1194, -20
2128, 3199, 4
2129, 4612, 15
2130, 1957, -12
2131, 1159, -26
2132, 2504, 11
2133, 3528, 17
2134, 2430, 2
2135, 1453, -24
2136, 2546, 1
2137, 3377, 23
2138, 1917, -10
2139, 1347, -15
2140, 1612, 8
2141, 2263, 16
2142, 1926, -18
2143, 171, -17
2144, 1107, 2
2145, 1568, 15
2146, 592, 4
2147, -341, -32
2148, 659, 34
2149, 900, 14
2150, -505, -9
2151, -1871, -10
2152, -531, 10
2153, 220, -1
2154, -431, 1
2155, -2850, -18
2156, -991, 0
2157, -854, 24
2158, -1626, 1
2159, -3114, -29
2160, -2147, 4
2161, -1523, 24
2162, -1841, -22
2163, -3114, -22
2164, -2896, 0
2165, -2008, 17
2166, -3467, 0
2167, -3199, -15
2168, -2857, 4
2169, -2325, 32
2170, -3362, -5
2171, -3840, -11
2172, -3089, -4
2173, -1619, 9
2174, -2983, 7
2175, -3932, -17
2176, -2024, 0
2177, -1397, 11
2178, -3119, -1
2179, -4188, -13
2180, -2946, 6
2181, -2173, 28
2182, -2503, -5
2183, -3615, -46
2184, -2405, 1
2185, -1984, 16
2186, -2323, 9
2187, -3288, -26
2188, -2162, 6
2189, -298, 11
2190, -1271, 2
2191, -2813, -19
2192, -1760, -2
2193, 65, 10
2194, -904, 7
2195, -1436, -10
2196, -1292, -5
2197, 432, 22
2198, -260, -10
2199, -1377, -4
2200, 823, 3
2201, 1014, 24
2202, 266, -5
2203, -760, -26
2204, 467, -3
2205, 2316, 18
2206, 1134, -4
2207, -37, -20
2208, 1856, 10
2209, 2840, 20
2210, 1730, -12
2211, 411, -42
2212, 2663, -1
2213, 3115, 11
2214, 1702, 6
2215, 1567, -13
2216, 2369, 4
2217, 3371, 8
2218, 2690, 0
2219, 915, -19
2220, 2981, -4
2221, 4994, 23
2222, 3590, 5
2223, 2147, -21
2224, 2944, -7
2225, 3833, 19
2226, 2775, 2
2227, 2228, -9
2228, 4079, -10
2229, 3095, 14
2230, 3600, 0
2231, 1757, -20
2232, 3005, 12
2233, 3529, 12
2234, 2384, -2
2235, 1323, -20
2236, 3448, -4
2237, 3390, 22
2238, 1052, 0
2239, 1838, -22
2240, 1822, 4
2241, 2092, 17
2242, 1173, -3
2243, 526, -50
2244, 1150, 18
2245, 2212, 16
2246, 1579, -7
2247, -258, -10
2248, -146, 2
2249, 1116, 14
2250, 479, 2
2251, -1092, -30
2252, 151, -1
2253, 837, 29
2254, -275, 2
2255, -1123, -18
2256, -1160, -10
2257, 32, 18
2258, -1580, -6
2259, -2770, -14
2260, -1746, 16
2261, -979, 1
2262, -1907, 9
2263, -2933, -19
2264, -2230, 2
2265, -1007, 11
2266, -2473, -6
2267, -3863, -20
2268, -1731, 15
2269, -2376, 17
2270, -3196, -34
2271, -4349, -4
2272, -2029, 0
2273, -1013, 7
2274, -4047, -5
2275, -4755, -13
2276, -3664, -1
2277, -1801, 36
2278, -2487, 11
2279, -3761, -15
2280, -2961, -11
2281, -2133, 11
2282, -2402, 6
2283, -4196, -19
2284, -3381, 4
2285, -1516, 15
2286, -2477, 1
2287, -3680, -9
2288, -1929, -4
2289, -1222, 17
2290, -1833, -4
2291, -3135, -38
2292, -1949, 0
2293, -415, 14
2294, -452, 1
2295, -2105, -14
2296, -1103, -2
2297, 293, 19
2298, -425, -3
2299, -1582, -23
2300, -182, 13
2301, 673, 5
2302, -17, -6
2303, -242, -22
2304, 1336, 16
2305, 1652, 33
2306, 1684, -14
2307, -990, -25
2308, 1695, -26
2309, 2799, 19
2310, 1715, 8
2311, 1533, -26
2312, 2419, -1
2313, 2896, 11
2314, 2157, 7
2315, 243, -10
2316, 2774, -9
2317, 3705, 19
2318, 2218, 3
2319, 2082, -18
2320, 2830, 6
2321, 4223, 12
2322, 2723, 2
2323, 2045, -44
2324, 3664, -7
2325, 4258, 14
2326, 3010, 11
2327, 1942, -17
2328, 2311, -4
2329, 3622, 32
2330, 2769, 2
2331, 959, -19
2332, 2428, 0
2333, 3450, 10
2334, 2896, -4
2335, 1379, -11
2336, 2119, 10
2337, 3599, 11
2338, 1969, 8
2339, 54, -37
2340, 1858, 2
2341, 2840, 16
2342, 1629, -3
2343, 729, -7
2344, 120, 5
2345, 1865, 12
2346, 93, -1
2347, -1507, -31
2348, -116, 7
2349, 853, 8
2350, 561, -5
2351, -818, -10
2352, -374, -2
2353, 284, 17
2354, -927, -8
2355, -1620, -19
2356, -720, 6
2357, -215, 17
2358, -1112, 0
2359, -3514, -14
2360, -2132, -6
2361, -553, 16
2362, -2283, 4
2363, -2750, -24
2364, -1731, -1
2365, -1023, 15
2366, -3662, 7
2367, -4421, -16
2368, -2674, -3
2369, -1404, 10
2370, -2772, -3
2371, -4850, -30
2372, -2913, 0
2373, -2499, 19
2374, -3452, 4
2375, -3424, -4
2376, -3160, -11
2377, -1293, 21
2378, -3464, -6
2379, -4271, -25
2380, -2853, -2
2381, -646, 14
2382, -3722, 12
2383, -3462, -11
2384, -2968, -3
2385, -1755, 9
2386, -2642, -6
2387, -3036, -13
2388, -2496, 5
2389, -757, 2
2390, -1872, 6
2391, -3040, -58
2392, -1530, -5
2393, -639, 21
2394, -1293, -5
2395, -2002, -12
2396, -919, 8
2397, -270, 21
2398, -682, -34
2399, -1173, -26
2400, -281, 4
2401, 1290, 26
2402, 138, 6
2403, -410, -26
2404, 759, 4
2405, 2701, 10
2406, 338, -6
2407, 670, -7
2408, 1464, -4
2409, 1987, 25
2410, 760, -10
2411, 281, -46
2412, 2033, -2
2413, 3784, 34
2414, 2180, -14
2415, 1223, -11
2416, 2456, -4
2417, 3876, 28
2418, 2965, -4
2419, 2349, -10
2420, 3691, -5
2421, 4018, 20
2422, 3444, 0
2423, 1766, -21
2424, 3105, 2
2425, 4668, 13
2426, 2487, 0
2427, 1877, -13
2428, 3486, 2
2429, 4021, 9
2430, 2444, 0
2431, 1913, -12
2432, 3315, -6
2433, 2880, 17
2434, 2544, -5
2435, 828, -17
2436, 2588, -2
2437, 3565, 26
2438, 2433, -24
2439, 1619, -8
2440, 2124, 4
2441, 3668, 11
2442, 572, -10
2443, 33, -20
2444, 2240, 4
2445, 780, 28
2446, 513, -1
2447, -655, -20
2448, 528, -5
2449, 870, 14
2450, 1247, -3
2451, -1281, -14
2452, -709, 7
2453, 182, 12
2454, -755, 3
2455, -1373, -20
2456, -1410, -1
2457, -387, 24
2458, -1757, -10
2459, -2414, -35
2460, -825, 7
2461, -1450, 16
2462, -1746, -7
2463, -3093, -13
2464, -2814, 11
2465, -190, 6
2466, -1359, 1
2467, -3091, -25
2468, -2176, 2
2469, -1686, 17
2470, -3245, -1
2471, -3462, -24
2472, -2559, -1
2473, -2660, 27
2474, -2793, -17
2475, -3852, -20
2476, -3182, 19
2477, -2149, 0
2478, -3540, -1
2479, -4751, -17
2480, -2808, 3
2481, -2443, 10
2482, -2454, 17
2483, -3763, -20
2484, -2857, -16
2485, -1667, 10
2486, -3006, -1
2487, -2992, -7
2488, -2039, -4
2489, -1323, 15
2490, -1361, -8
2491, -1870, -26
2492, -733, 13
2493, 401, 5
2494, -897, 1
2495, -1270, -24
2496, 187, -15
2497, -177, 27
2498, -397, 9
2499, -1566, -16
2500, -68, 1
2501, 1942, 11
2502, -333, -11
2503, -706, -11
2504, 1664, 5
2505, 1246, 5
2506, 1577, 5
2507, -118, -11
2508, 833, 1
2509, 3748, 18
2510, 1854, -10
2511, 444, -25
2512, 1828, 5
2513, 2969, 9
2514, 2690, 8
2515, 2131, -14
2516, 1972, -2
2517, 2969, 32
2518, 2442, -16
2519, 1355, -22
2520, 3587, 0
2521, 2936, 7
2522, 3316, 2
2523, 1640, -12
2524, 3509, 1
2525, 4445, 32
2526, 2661, -16
2527, 1848, -13
2528, 2877, 9
2529, 3635, 4
2530, 3609, -1
2531, 1838, -40
2532, 2326, 0
2533, 3381, 29
2534, 2422, -10
2535, 1829, -20
2536, 2042, 14
2537, 3565, 4
2538, 1647, 6
2539, 1006, -23
2540, 2198, -10
2541, 3565, 33
2542, 2815, 1
2543, 580, -24
2544, 1850, -4
2545, 1479, 12
2546, 10, 6
2547, -49, -4
2548, 940, -7
2549, 880, 8
2550, -124, -1
2551, -673, -40
2552, -572, 14
2553, 256, 2
2554, -988, 6
2555, -1692, -22
2556, -843, 6
2557, -499, 21
2558, -1259, -7
2559, -2000, -19
2560, -2631, -3
2561, -218, 10
2562, -1797, 11
2563, -3434, -15
2564, -1615, -5
2565, -149, 13
2566, -2278, 0
2567, -4192, -8
2568, -2009, -4
2569, -2121, 20
2570, -2318, -10
2571, -3306, -42
2572, -2450, -2
2573, -1470, 21
2574, -2707, 12
2575, -4682, -20
2576, -3227, 5
2577, -2181, 8
2578, -4022, -13
2579, -3753, -10
2580, -4235, 9
2581, -2972, 11
2582, -3093, -2
2583, -3154, -8
2584, -2353, -4
2585, -697, 22
2586, -2896, -5
2587, -3205, -13
2588, -1702, 4
2589, -1562, 12
2590, -1405, 4
2591, -2756, -16
2592, -797, -34
2593, -1043, 22
2594, -1098, -1
2595, -1976, -25
2596, -976, 5
2597, 67, 60
2598, -273, -1
2599, -1143, -29
2600, -269, 6
2601, 1209, 5
2602, 519, 2
2603, -307, -13
2604, 1277, 1
2605, 721, 18
2606, 871, 2
2607, 83, -26
2608, 1128, 1
2609, 2966, 20
2610, 1654, -6
2611, 1486, -2
2612, 2617, -22
2613, 2108, 5
2614, 2171, -1
2615, 1218, -6
2616, 2898, 2
2617, 3147, 25
2618, 3053, -24
2619, 1167, -38
2620, 2485, 3
2621, 3656, 4
2622, 2549, 6
2623, 2130, -17
2624, 3102, 12
2625, 4131, 6
2626, 2619, 2
2627, 2500, -14
2628, 2520, -2
2629, 2948, 11
2630, 1299, 2
2631, 2100, -15
2632, 1964, -5
2633, 3030, 30
2634, 2068, 2
2635, 1058, -13
2636, 2286, 12
2637, 3545, -2
2638, 2057, -2
2639, 692, -32
2640, 1495, -4
2641, 2582, 22
2642, 705, -2
2643, -343, -8
2644, 1358, 7
2645, 2099, -3
2646, 1051, -3
2647, -490, -18
2648, 600, 8
2649, 1440, 12
2650, 9, 10
2651, -1371, -21
2652, -94, -2
2653, 879, 28
2654, -173, -6
2655, -1828, -14
2656, -1610, 0
2657, -521, 17
2658, -2287, -5
2659, -3283, -4
2660, -1775, -1
2661, -1577, 9
2662, -1894, -14
2663, -2819, 0
2664, -2516, -2
2665, -842, 14
2666, -2729, -2
2667, -2835, -19
2668, -3865, 0
2669, -1947, 21
2670, -2544, 0
2671, -4464, -18
2672, -2532, -2
2673, -1943, 18
2674, -3232, -8
2675, -4440, -22
2676, -2561, 6
2677, -1536, 6
2678, -2432, 8
2679, -4206, -36
2680, -2652, 0
2681, -1030, 15
2682, -3862, -5
2683, -3942, -24
2684, -3067, 0
2685, -1744, 38
2686, -2055, 7
2687, -2579, -13
2688, -1813, -5
2689, -875, 17
2690, -1505, -7
2691, -3027, -19
2692, -2365, 5
2693, -87, 18
2694, -618, 4
2695, -2605, -11
2696, -917, -6
2697, -463, 21
2698, 1362, -12
2699, -1370, -5
2700, -34, -36
2701, 708, 15
2702, 1299, 8
2703, -1805, -21
2704, 740, 9
2705, 1535, 17
2706, 265, -5
2707, 564, -58
2708, 714, 2
2709, 2919, 18
2710, 1694, 0
2711, 289, -22
2712, 2653, 3
2713, 3406, 30
2714, 1477, -14
2715, 1798, -17
2716, 2164, -5
2717, 3266, 12
2718, 2818, 6
2719, 1833, -8
2720, 2813, 2
2721, 3487, 14
2722, 2168, 3
2723, 1873, -21
2724, 2803, -12
2725, 3143, 44
2726, 2371, 11
2727, 2000, -24
2728, 3359, -2
2729, 3511, 0
2730, 2521, 24
2731, 2343, -22
2732, 2889, -6
2733, 4151, 8
2734, 2045, 16
2735, 898, -33
2736, 1761, 6
2737, 2269, 16
2738, 1623, -7
2739, 912, -6
2740, 1795, -8
2741, 2482, 22
2742, 946, -1
2743, 360, -26
2744, 1728, 18
2745, 2100, 19
2746, -359, -12
2747, -402, -18
2748, 1388, -5
2749, 841, 11
2750, 813, 3
2751, -850, -13
2752, -368, 2
2753, 557, 13
2754, -1129, -7
2755, -1143, -11
2756, -1439, 4
2757, 926, 10
2758, -1488, -5
2759, -2233, -24
2760, -1756, 7
2761, -889, 24
2762, -1330, -8
2763, -3047, -10
2764, -1637, 1
2765, -1375, 24
2766, -2448, -10
2767, -3758, -19
2768, -3532, -2
2769, -2191, 8
2770, -3130, 0
2771, -3869, -10
2772, -3358, 4
2773, -1622, 30
2774, -3606, -8
2775, -4046, -15
2776, -3068, 9
2777, -2472, 18
2778, -3440, -19
2779, -4426, -17
2780, -3005, 13
2781, -1830, 7
2782, -2258, 9
2783, -4269, -15
2784, -2032, -4
2785, -1954, 13
2786, -1964, -10
2787, -3104, -14
2788, -2035, -9
2789, -1441, 31
2790, -1924, -5
2791, -2942, -15
2792, -759, -6
2793, -236, 9
2794, -794, 5
2795, -1438, -19
2796, -613, 7
2797, 101, 15
2798, 255, 2
2799, -1221, -30
2800, 236, -9
2801, 1745, 28
2802, -419, 0
2803, 260, -12
2804, 786, -4
2805, 1825, 23
2806, 860, -7
2807, 1248, -13
2808, 1290, 3
2809, 2819, 12
2810, 1970, -3
2811, 33, -19
2812, 3210, 2
2813, 3329, 17
2814, 1311, 8
2815, 572, -26
2816, 3404, 7
2817, 3756, 6
2818, 2646, 5
2819, 684, -14
2820, 3377, 1
2821, 4077, 18
2822, 3514, -2
2823, 3060, -21
2824, 3054, 9
2825, 3641, 13
2826, 2810, 1
2827, 2007, -13
2828, 3229, -3
2829, 4282, 6
2830, 3123, 6
2831, 2162, -19
2832, 2492, 4
2833, 4751, 23
2834, 2176, -14
2835, 494, -6
2836, 2713, -1
2837, 3416, 12
2838, 2358, -6
2839, 799, -4
2840, 1965, -6
2841, 1912, 32
2842, 1080, 1
2843, -693, -31
2844, 1325, 18
2845, 2229, 19
2846, 1625, -13
2847, -498, -52
2848, 622, 32
2849, 1329, 19
2850, 664, -1
2851, -1405, -34
2852, 35, 5
2853, 818, 14
2854, -360, 4
2855, -2509, -3
2856, -1035, -3
2857, 116, 7
2858, -1112, -6
2859, -3144, -18
2860, -2773, 2
2861, -1089, 19
2862, -1999, 1
2863, -2412, -13
2864, -2482, -7
2865, -954, 30
2866, -2989, -9
2867, -3220, -33
2868, -2958, 5
2869, -2581, 19
2870, -3259, 6
2871, -3342, -15
2872, -1891, 6
2873, -1825, 16
2874, -2694, -3
2875, -4332, -29
2876, -2018, 4
2877, -1756, 19
2878, -2667, 14
2879, -3903, -21
2880, -3217, -4
2881, -1353, 12
2882, -2746, 4
2883, -3304, -25
2884, -2822, 1
2885, -1396, 20
2886, -2426, 4
2887, -2536, -26
2888, -1311, 2
2889, -463, 23
2890, -1955, 7
2891, -2867, -22
2892, -2151, -14
2893, -725, 28
2894, -586, 0
2895, -2402, -10
2896, -1800, -4
2897, 719, 22
2898, -799, -8
2899, -950, -9
2900, 130, -3
2901, 685, 4
2902, -108, -6
2903, -221, -8
2904, 1073, 13
2905, 1641, 12
2906, 1052, -2
2907, 578, -56
2908, 1614, 16
2909, 2372, 14
2910, -233, 1
2911, 290, -17
2912, 2256, -6
2913, 3461, 23
2914, 2915, 0
2915, 1592, -12
2916, 2667, -7
2917, 3611, 12
2918, 3085, -7
2919, 920, -11
2920, 3528, 7
2921, 3722, 19
2922, 2986, -4
2923, 2796, -19
2924, 3473, -8
2925, 3475, 13
2926, 2828, 13
2927, 1451, -18
2928, 3239, -12
2929, 3879, 24
2930, 1571, -3
2931, 2108, -10
2932, 3216, 6
2933, 2919, 8
2934, 2926, -9
2935, 2017, -14
2936, 1513, 4
2937, 3121, 11
2938, 1953, 1
2939, 1297, -8
2940, 2693, 7
2941, 2584, 18
2942, 1171, -26
2943, 392, -21
2944, 222, 6
2945, 1241, 20
2946, 599, 8
2947, -577, -16
2948, 401, -2
2949, 1010, 12
2950, -370, 3
2951, -1375, -32
2952, -418, 8
2953, 488, 11
2954, -540, -2
2955, -710, -5
2956, -1225, 6
2957, -282, 7
2958, -2457, -2
2959, -2530, -22
2960, -1759, 7
2961, -694, 18
2962, -1722, -34
2963, -3270, -8
2964, -2417, 10
