Index, Unfiltered_temps, Filtered_temps
1532, -419, -2
1533, -2691, 3
1534, -3904, 9
1535, -1604, 14
1536, -3909, 20
1537, -3701, 50
1538, -1718, 29
1539, -4404, 33
1540, -2658, 37
1541, -1306, 40
1542, -3613, 43
1543, -2123, 90
1544, -1106, 47
1545, -3617, 47
1546, -436, 46
1547, -242, 45
1548, -1932, 42
1549, 991, 39
1550, -294, 35
1551, -1509, 30
1552, 2341, 26
1553, 985, 21
1554, 151, 16
1555, 3260, 22
1556, 976, 12
1557, 1945, 0
1558, 3520, -5
1559, 1269, -10
1560, 2838, -14
1561, 4104, -22
1562, 1457, -46
1563, 3400, -28
1564, 3436, -32
1565, 1524, -37
1566, 3981, -41
1567, 3210, -45
1568, 418, -46
1569, 2777, -49
1570, 1989, -50
1571, 244, -98
1572, 2482, -47
1573, -347, -44
1574, -451, -41
1575, 2216, -37
1576, -1735, -33
1577, -1378, -29
1578, 401, -48
1579, -2762, -20
1580, -2183, -15
1581, -840, -9
1582, -3643, -4
1583, -1774, 2
1584, -1932, 7
1585, -4227, 13
1586, -2446, 18
1587, -2863, 23
1588, -4219, 27
1589, -2019, 31
1590, -2813, 35
1591, -4106, 76
1592, -670, 89
1593, -2432, 118
1594, -2609, 45
1595, -965, 46
1596, -2268, 46
1597, -1578, 45
1598, 470, 46
1599, -1457, 40
1600, -17, 37
1601, 1085, 33
1602, 5, 28
1603, 1366, 23
1604, 1704, 18
1605, 153, 26
1606, 2433, 7
1607, 2670, 1
1608, 1056, -10
1609, 3810, -10
1610, 2807, -16
1611, 1859, -21
1612, 4260, -26
1613, 2205, -31
1614, 1930, -35
1615, 4457, -39
1616, 1533, -42
1617, 2478, -45
1618, 3763, -47
1619, 1192, -49
1620, 1592, -98
1621, 2819, -48
1622, -89, -46
1623, 1523, -44
1624, 833, -41
1625, -1502, -106
1626, 177, -34
1627, -195, -30
1628, -2898, -25
1629, -427, -21
1630, -2290, -16
1631, -2823, -10
1632, -1232, -5
1633, -2603, 2
1634, -3082, 7
1635, -990, 12
1636, -3991, 17
1637, -3188, 22
1638, -2253, 26
1639, -4054, 31
1640, -2872, 35
1641, -998, 38
1642, -3659, 41
1643, -2164, 43
1644, -1400, 45
1645, -3398, 45
1646, -449, 45
1647, -482, 44
1648, -1988, 43
1649, 576, 41
1650, 669, 39
1651, -713, 36
1652, 2031, 32
1653, 716, 28
1654, 310, 22
1655, 3436, 15
1656, 1483, 8
1657, 1529, 2
1658, 3837, -12
1659, 1728, -26
1660, 3049, -19
1661, 4469, -40
1662, 1889, -28
1663, 3510, -31
1664, 4180, -34
1665, 1387, -36
1666, 3520, -78
1667, 2944, -41
1668, 474, -43
1669, 3446, -45
1670, 1674, -46
1671, 188, -47
1672, 2407, -46
1673, 17, -44
1674, -43, -42
1675, 1546, -39
1676, -1621, -35
1677, -1545, -30
1678, 380, -25
1679, -2669, -40
1680, -1509, -14
1681, -711, -7
1682, -3557, -1
1683, -2098, 4
1684, -2117, 10
1685, -4696, 15
1686, -2696, 40
1687, -2393, 48
1688, -4190, 61
1689, -1632, 33
1690, -3337, 38
1691, -3908, 124
1692, -1264, 46
1693, -2822, 48
1694, -3435, 100
1695, -141, 50
1696, -2084, 49
1697, -1739, 46
1698, 512, 44
1699, -1640, 40
1700, -6, 36
1701, 1944, 32
1702, -583, 28
1703, 1513, 22
1704, 2566, 18
1705, 51, 13
1706, 3068, 14
1707, 2595, 2
1708, 1130, -4
1709, 3991, -10
1710, 2755, -15
1711, 2065, -20
1712, 4745, -25
1713, 2721, -30
1714, 2182, -35
1715, 3806, -39
1716, 2018, -43
1717, 1752, -46
1718, 3328, -48
1719, 1345, -50
1720, 1566, -50
1721, 3168, -49
1722, -513, -48
1723, 1264, -46
1724, 1567, -43
1725, -932, -40
1726, 354, -37
1727, -582, -32
1728, -2715, -27
1729, -28, -22
1730, -1758, -15
1731, -3301, -9
1732, -1393, -2
1733, -3175, 4
1734, -2931, 10
1735, -1128, 15
1736, -4175, 20
1737, -3608, 25
1738, -1181, 29
1739, -4662, 66
1740, -3146, 38
1741, -1124, 42
1742, -4095, 45
1743, -1702, 47
1744, -577, 48
1745, -3415, 96
1746, -44, 47
1747, -252, 90
1748, -2052, 42
1749, 660, 39
1750, 248, 32
1751, -1049, 64
1752, 2129, 29
1753, 498, 26
1754, 386, 22
1755, 3750, 17
1756, 629, 12
1757, 1610, 5
1758, 3927, -2
1759, 1228, -9
1760, 2416, -16
1761, 3967, -22
1762, 2021, -27
1763, 4426, -32
1764, 4129, -35
1765, 900, -38
1766, 3806, -41
1767, 3080, -86
1768, 1214, -46
1769, 3369, -47
1770, 2020, -48
1771, 161, -49
1772, 3150, -47
1773, 723, -90
1774, -400, -41
1775, 1051, -37
1776, -1242, -32
1777, -433, -28
1778, 401, -21
1779, -2596, -32
1780, -1977, -12
1781, -918, -7
1782, -4075, -2
1783, -2353, 3
1784, -1732, 8
1785, -4052, 26
1786, -2150, 36
1787, -2628, 22
1788, -4872, 59
1789, -1896, 31
1790, -2364, 34
1791, -4004, 38
1792, -842, 42
1793, -2990, 45
1794, -3412, 47
1795, 41, 49
1796, -2337, 49
1797, -1818, 49
1798, 673, 47
1799, -1480, 44
1800, -152, 80
1801, 1581, 36
1802, -793, 32
1803, 1962, 27
1804, 2404, 22
1805, 356, 17
1806, 2749, 24
1807, 3176, 6
1808, 1584, 0
1809, 4242, -7
1810, 2479, -14
1811, 1816, -24
1812, 4743, -26
1813, 2034, -64
1814, 1868, -36
1815, 3905, -40
1816, 1195, -43
1817, 1740, -46
1818, 3778, -47
1819, 881, -96
1820, 1590, -48
1821, 2714, -47
1822, -431, -46
1823, 1257, -44
1824, 959, -42
1825, -1177, -39
1826, 710, -35
1827, -666, -62
1828, -2813, -27
1829, -42, -21
1830, -2192, -16
1831, -3050, -10
1832, -400, -8
1833, -3126, 4
1834, -3449, 8
1835, -1139, 15
1836, -3688, 21
1837, -2906, 27
1838, -1593, 32
1839, -4152, 74
1840, -3329, 41
1841, -1633, 44
1842, -3451, 46
1843, -2362, 46
1844, -1543, 45
1845, -2977, 44
1846, -332, 42
1847, -1098, 40
1848, -2086, 74
1849, 225, 35
1850, -634, 33
1851, -769, 31
1852, 2292, 28
1853, 946, 48
1854, 293, 20
1855, 3412, 15
1856, 1168, 9
1857, 1299, 2
1858, 3719, -4
1859, 1057, -11
1860, 2516, -17
1861, 4372, -44
1862, 1707, -27
1863, 3728, -30
1864, 4046, -33
1865, 1482, -36
1866, 3173, -38
1867, 3076, -41
1868, 540, -43
1869, 3132, -45
1870, 1695, -46
1871, 533, -47
1872, 2572, -46
1873, -659, -45
1874, -377, -86
1875, 1577, -40
1876, -755, -36
1877, -1230, -32
1878, 148, -28
1879, -3024, -23
1880, -2245, -18
1881, -1011, -12
1882, -3999, -6
1883, -2397, 1
1884, -1321, 7
1885, -4429, 13
1886, -2418, 38
1887, -2189, 23
1888, -4738, 27
1889, -1736, 31
1890, -2750, 34
1891, -3513, 37
1892, -1424, 40
1893, -2837, 43
1894, -3028, 46
1895, -439, 48
1896, -2452, 48
1897, -1309, 47
1898, 170, 44
1899, -1649, 40
1900, -408, 36
1901, 1857, 31
1902, -500, 27
1903, 1460, 22
1904, 2929, 18
1905, 582, 10
1906, 2780, 8
1907, 2615, 3
1908, 829, -3
1909, 3969, -10
1910, 2633, -16
1911, 2014, -23
1912, 4836, -29
1913, 3151, -34
1914, 2451, -76
1915, 4244, -84
1916, 1618, -44
1917, 2497, -45
1918, 4540, -46
1919, 644, -47
1920, 2258, -94
1921, 2728, -46
1922, -164, -45
1923, 1377, -44
1924, 1387, -41
1925, -1186, -39
1926, 368, -36
1927, -550, -64
1928, -2203, -28
1929, -68, -39
1930, -1750, -18
1931, -3372, -11
1932, -693, -4
1933, -3045, 6
1934, -3704, 10
1935, -944, 16
1936, -3902, 22
1937, -3743, 26
1938, -1259, 30
1939, -4077, 34
1940, -2863, 37
1941, -1082, 40
1942, -4029, 43
1943, -1745, 46
1944, -1730, 48
1945, -2754, 50
1946, -715, 50
1947, -624, 50
1948, -2374, 48
1949, 925, 45
1950, -229, 42
1951, -1146, 37
1952, 2130, 34
1953, 541, 56
1954, 246, 44
1955, 3639, 17
1956, 1454, 10
1957, 1463, 4
1958, 4083, -2
1959, 1596, -8
1960, 3331, -28
1961, 4986, -20
1962, 1550, -25
1963, 3219, -30
1964, 4081, -34
1965, 1302, -38
1966, 3661, -41
1967, 2949, -44
1968, 1457, -90
1969, 3217, -46
1970, 1785, -46
1971, 145, -46
1972, 2082, -42
1973, -85, -43
1974, -543, -41
1975, 1722, -38
1976, -988, -34
1977, -1476, -30
1978, 465, -26
1979, -2914, -21
1980, -1337, -16
1981, -519, -11
1982, -3520, -10
1983, -1831, 0
1984, -1248, 6
1985, -4229, 8
1986, -2084, 18
1987, -3411, 48
1988, -4654, 30
1989, -1106, 35
1990, -2698, 40
1991, -3616, 44
1992, -1293, 47
1993, -3129, 49
1994, -2669, 98
1995, -464, 98
1996, -1965, 96
1997, -1651, 47
1998, 896, 45
1999, -1865, 42
2000, 529, 38
2001, 1850, 34
2002, -593, 58
2003, 1534, 24
2004, 2208, 18
2005, 606, 12
2006, 2914, 6
2007, 3118, 0
2008, 598, -5
2009, 4368, -10
2010, 2984, -14
2011, 1522, -18
2012, 4429, -22
2013, 2472, -26
2014, 2150, -30
2015, 4715, -35
2016, 1701, -39
2017, 1578, -43
2018, 3909, -45
2019, 1105, -47
2020, 2193, -48
2021, 2733, -96
2022, -493, -46
2023, 925, -44
2024, 1438, -41
2025, -1496, -38
2026, 1044, -34
2027, -153, -60
2028, -2865, -25
2029, -151, -20
2030, -1953, -14
2031, -3244, -8
2032, -420, -2
2033, -2661, 10
2034, -3855, 22
2035, -1243, 16
2036, -3685, 21
2037, -3825, 26
2038, -1580, 31
2039, -4527, 35
2040, -2929, 38
2041, -1444, 41
2042, -3930, 88
2043, -2119, 45
2044, -1379, 46
2045, -3027, 47
2046, -34, 44
2047, -683, 45
2048, -2224, 43
2049, 841, 41
2050, -555, 38
2051, -1116, 35
2052, 2679, 31
2053, 777, 20
2054, 353, 21
2055, 2794, 15
2056, 1379, 18
2057, 2490, 3
2058, 3958, -3
2059, 1627, -9
2060, 2440, -15
2061, 4240, -20
2062, 1625, -25
2063, 2812, -29
2064, 3775, -33
2065, 1156, -37
2066, 3384, -40
2067, 3312, -43
2068, 1057, -46
2069, 3391, -48
2070, 1615, -49
2071, 381, -50
2072, 2474, -49
2073, -191, -124
2074, -171, -86
2075, 1605, -78
2076, -1652, -68
2077, -1673, -29
2078, -41, -24
2079, -2944, -19
2080, -1933, -15
2081, -816, -10
2082, -4151, -5
2083, -2750, 0
2084, -2005, 6
2085, -4329, 13
2086, -2191, 19
2087, -2711, 18
2088, -4345, 31
2089, -2100, 36
2090, -3586, 71
2091, -3894, 42
2092, -648, 43
2093, -2754, 44
2094, -2765, 44
2095, -347, 43
2096, -2326, 43
2097, -1489, 42
2098, 552, 42
2099, -1263, 40
2100, -142, 38
2101, 1415, 35
2102, -947, 31
2103, 1714, 52
2104, 2555, 20
2105, 173, 14
2106, 2687, 7
2107, 2649, 0
2108, 1362, -7
2109, 4045, -13
2110, 2715, -19
2111, 1956, -25
2112, 4139, -30
2113, 2608, -35
2114, 2203, -39
2115, 4550, -42
2116, 1739, -45
2117, 1459, -48
2118, 3707, -49
2119, 719, -50
2120, 2185, -51
2121, 2234, -100
2122, -192, -48
2123, 1080, -46
2124, 1263, -42
2125, -1436, -38
2126, 742, -34
2127, -340, -29
2128, -2676, -48
2129, -188, -38
2130, -2185, -14
2131, -3637, -9
2132, -1022, -4
2133, -3103, 2
2134, -3249, 7
2135, -1611, 13
2136, -3565, 19
2137, -3400, 24
2138, -1443, 29
2139, -3687, 34
2140, -2606, 38
2141, -1557, 41
2142, -4248, 44
2143, -1484, 46
2144, -914, 47
2145, -3614, 47
2146, 178, 46
2147, -525, 45
2148, -2145, 42
2149, 669, 39
2150, -107, 36
2151, -1206, 32
2152, 1667, 28
2153, 1057, 24
2154, 827, 6
2155, 2969, 14
2156, 1495, 18
2157, 1497, 4
2158, 3973, -3
2159, 1261, -9
2160, 3039, -16
2161, 4723, -46
2162, 1808, -58
2163, 3112, -34
2164, 4099, -38
2165, 344, -41
2166, 3297, -43
2167, 2765, -120
2168, 735, -44
2169, 3064, -45
2170, 1802, -90
2171, -192, -44
2172, 2391, -44
2173, 189, -42
2174, 37, -40
2175, 1537, -74
2176, -893, -33
2177, -1223, -28
2178, 545, -24
2179, -2403, -19
2180, -1729, -14
2181, -786, -9
2182, -3959, -8
2183, -1821, 1
2184, -1859, 6
2185, -4293, 12
2186, -2321, 18
2187, -2449, 23
2188, -4942, 29
2189, -1374, 68
2190, -3038, 39
2191, -3557, 42
2192, -1360, 45
2193, -3231, 47
2194, -2667, 47
2195, -632, 92
2196, -1988, 44
2197, -1709, 42
2198, 809, 39
2199, -1753, 36
2200, -126, 32
2201, 2291, 29
2202, 14, 26
2203, 1189, 22
2204, 2233, 34
2205, 210, 14
2206, 2425, 10
2207, 2728, 5
2208, 1033, 0
2209, 3630, -6
2210, 2896, -12
2211, 1841, -18
2212, 4385, -24
2213, 2326, -29
2214, 1913, -34
2215, 4155, -39
2216, 1004, -42
2217, 2375, -45
2218, 3457, -47
2219, 979, -48
2220, 1199, -48
2221, 2413, -48
2222, -541, -46
2223, 1299, -45
2224, 1268, -43
2225, -1644, -40
2226, 490, -36
2227, 24, -32
2228, -2363, -54
2229, -420, -21
2230, -1852, -14
2231, -3051, -7
2232, -879, -1
2233, -2972, 5
2234, -3533, 14
2235, -1611, 16
2236, -3201, 20
2237, -3435, 24
2238, -1708, 27
2239, -4736, 31
2240, -3018, 35
2241, -1650, 38
2242, -3765, 41
2243, -2048, 44
2244, -1286, 45
2245, -3242, 45
2246, -541, 44
2247, -230, 46
2248, -2596, 40
2249, 556, 37
2250, 231, 33
2251, -437, 62
2252, 2471, 26
2253, 1225, 22
2254, 296, 17
2255, 2946, 13
2256, 1074, 16
2257, 2121, 2
2258, 4059, -3
2259, 1104, -9
2260, 3225, -14
2261, 4536, -20
2262, 1270, -25
2263, 3216, -30
2264, 4025, -34
2265, 1474, -37
2266, 3794, -41
2267, 3128, -43
2268, 696, -46
2269, 3803, -94
2270, 1083, -48
2271, 158, -49
2272, 2517, -48
2273, 575, -46
2274, -709, -48
2275, 1092, -80
2276, -752, -36
2277, -1284, -31
2278, 491, -26
2279, -2616, -20
2280, -1934, -14
2281, -1084, -8
2282, -3882, -2
2283, -2336, 5
2284, -2002, 22
2285, -4434, 16
2286, -1870, 21
2287, -2585, 26
2288, -4485, 30
2289, -1714, 34
2290, -2754, 37
2291, -3554, 40
2292, -1220, 43
2293, -2538, 45
2294, -3151, 47
2295, -301, 48
2296, -2317, 48
2297, -1898, 94
2298, 441, 90
2299, -1345, 42
2300, 135, 38
2301, 2169, 33
2302, -694, 58
2303, 1408, 23
2304, 1996, 18
2305, 366, 13
2306, 2639, 8
2307, 3219, 3
2308, 1300, -3
2309, 3494, -16
2310, 2565, -28
2311, 1879, -20
2312, 4344, -26
2313, 2797, -32
2314, 1870, -37
2315, 4578, -116
2316, 1664, -45
2317, 1548, -47
2318, 3796, -94
2319, 1043, -47
2320, 1687, -46
2321, 2887, -45
2322, -233, -44
2323, 1430, -42
2324, 1083, -40
2325, -1122, -38
2326, 29, -35
2327, -192, -32
2328, -2532, -27
2329, -532, -44
2330, -2005, -15
2331, -2961, -9
2332, -793, -2
2333, -2903, 4
2334, -3335, 10
2335, -1155, 15
2336, -3779, 20
2337, -3234, 24
2338, -2089, 29
2339, -4711, 33
2340, -3441, 36
2341, -1547, 40
2342, -3951, 86
2343, -2009, 45
2344, -1525, 46
2345, -2948, 46
2346, -425, 46
2347, -1051, 44
2348, -2047, 42
2349, 894, 39
2350, -366, 36
2351, -1231, 33
2352, 1864, 30
2353, 629, 26
2354, 73, 21
2355, 3902, 0
2356, 1384, 10
2357, 1663, 6
2358, 3961, -8
2359, 1485, -11
2360, 2947, -17
2361, 3937, -22
2362, 1640, -27
2363, 3386, -60
2364, 4503, -33
2365, 1120, -36
2366, 3513, -38
2367, 3039, -41
2368, 609, -122
2369, 3267, -96
2370, 1537, -50
2371, 92, -52
2372, 2643, -51
2373, 102, -49
2374, -515, -46
2375, 1861, -41
2376, -1386, -36
2377, -1188, -30
2378, 489, -25
2379, -2387, -20
2380, -2013, -16
2381, -1266, -11
2382, -3083, -6
2383, -1607, -1
2384, -1699, 5
2385, -4095, 11
2386, -2064, 18
2387, -2414, 24
2388, -4317, 30
2389, -1785, 34
2390, -3041, 38
2391, -3688, 41
2392, -1324, 44
2393, -2774, 46
2394, -2561, 47
2395, -51, 47
2396, -2558, 47
2397, -1365, 45
2398, 878, 43
2399, -1846, 40
2400, 497, 36
2401, 1544, 32
2402, -893, 28
2403, 1267, 23
2404, 2068, 36
2405, 106, 26
2406, 2944, 8
2407, 2759, 3
2408, 1423, -3
2409, 4098, -9
2410, 2118, -14
2411, 1937, -40
2412, 4795, -25
2413, 2277, -29
2414, 2134, -32
2415, 4237, -36
2416, 1845, -38
2417, 1917, -41
2418, 3935, -43
2419, 820, -45
2420, 1081, -46
2421, 2513, -47
2422, 178, -46
2423, 1205, -90
2424, 1312, -42
2425, -2149, -38
2426, 181, -34
2427, 160, -29
2428, -2851, -22
2429, -230, -36
2430, -1794, -13
2431, -2956, -16
2432, -1315, -3
2433, -3057, 2
2434, -3752, 7
2435, -1200, 12
2436, -4170, 17
2437, -3127, 44
2438, -1444, 28
2439, -3972, 65
2440, -3040, 37
2441, -1593, 41
2442, -3984, 44
2443, -1751, 45
2444, -989, 92
2445, -3107, 47
2446, -680, 46
2447, -329, 44
2448, -1969, 42
2449, 809, 112
2450, 46, 72
2451, -627, 66
2452, 2277, 56
2453, 518, 23
2454, 12, 18
2455, 3644, 13
2456, 1318, 7
2457, 2079, 2
2458, 3888, -5
2459, 1258, -11
2460, 2059, -16
2461, 4030, -22
2462, 1382, -30
2463, 3347, -32
2464, 4110, -36
2465, 1435, -78
2466, 3684, -42
2467, 2962, -44
2468, 1169, -46
2469, 4174, -47
2470, 1608, -47
2471, 194, -94
2472, 2639, -46
2473, -437, -44
2474, -828, -41
2475, 1512, -40
2476, -1743, -34
2477, -1348, -29
2478, 137, -24
2479, -2769, -19
2480, -2178, -13
2481, -1271, -8
2482, -3646, -2
2483, -1945, 3
2484, -1815, 9
2485, -4544, 15
2486, -1720, 20
2487, -2357, 25
2488, -4992, 30
2489, -1950, 33
2490, -2943, 36
2491, -3698, 76
2492, -1681, 80
2493, -3082, 41
2494, -3433, 42
2495, -422, 44
2496, -2679, 45
2497, -1310, 92
2498, 1065, 46
2499, -1615, 45
2500, -84, 42
2501, 917, 38
2502, -576, 32
2503, 1394, 26
2504, 2356, 19
2505, 561, 11
2506, 3086, 4
2507, 3113, -2
2508, 1359, -9
2509, 3940, -14
2510, 2883, -20
2511, 1628, -24
2512, 4140, -29
2513, 2666, -33
2514, 2284, -36
2515, 4238, -39
2516, 2131, -42
2517, 2466, -44
2518, 3747, -90
2519, 742, -47
2520, 1100, -48
2521, 2668, -49
2522, -277, -49
2523, 1081, -48
2524, 1453, -46
2525, -1307, -43
2526, 763, -39
2527, -389, -33
2528, -2431, -28
2529, -381, -4
2530, -1470, -16
2531, -2869, -20
2532, -1252, -10
2533, -3315, 1
2534, -3256, 7
2535, -1516, 13
2536, -3627, 20
2537, -3431, 26
2538, -1576, 62
2539, -4829, 36
2540, -2550, 40
2541, -1705, 42
2542, -3561, 40
2543, -2152, 92
2544, -868, 92
2545, -2992, 47
2546, -261, 47
2547, -838, 46
2548, -2389, 44
2549, 1209, 42
2550, 24, 38
2551, -760, 34
2552, 2303, 56
2553, 463, 23
2554, 643, 18
2555, 2986, 13
2556, 801, 8
2557, 2157, 6
2558, 3836, -2
2559, 1791, -14
2560, 2809, -13
2561, 4040, -19
2562, 1629, -24
2563, 3406, -28
2564, 3883, -34
2565, 1393, -38
2566, 4297, -42
2567, 2954, -45
2568, 703, -47
2569, 3481, -48
2570, 1991, -48
2571, 569, -96
2572, 2343, -47
2573, 215, -45
2574, -665, -42
2575, 1609, -38
2576, -1043, -33
2577, -1248, -29
2578, 420, -24
2579, -2758, -18
2580, -1576, -13
2581, -181, -8
2582, -4069, -3
2583, -2155, 3
2584, -1719, 8
2585, -4625, 13
2586, -2181, 38
2587, -2733, 24
2588, -4512, 29
2589, -1601, 33
2590, -2866, 74
2591, -4116, 40
2592, -826, 43
2593, -3250, 45
2594, -3064, 47
2595, 485, 47
2596, -2472, 46
2597, -1720, 47
2598, 325, 45
2599, -2056, 43
2600, 49, 40
2601, 2114, 36
2602, -1008, 31
2603, 2098, 26
2604, 2305, 40
2605, 648, 14
2606, 2879, 16
2607, 3116, 2
2608, 959, -3
2609, 4082, -9
2610, 3171, -14
2611, 1695, -38
2612, 4226, -23
2613, 2695, -28
2614, 1964, -33
2615, 4828, -38
2616, 2001, -42
2617, 2264, -46
2618, 3762, -48
2619, 931, -49
2620, 1605, -50
2621, 2950, -49
2622, -414, -47
2623, 1237, -44
2624, 1327, -82
2625, -1963, -38
2626, 360, -34
2627, -231, -31
2628, -2401, -27
2629, -493, -22
2630, -2141, -17
2631, -3589, -11
2632, -1005, -10
2633, -2826, 2
2634, -3793, 9
2635, -1324, 16
2636, -4019, 20
2637, -3799, 28
2638, -1415, 66
2639, -3985, 37
2640, -2861, 39
2641, -1028, 42
2642, -3785, 44
2643, -2222, 42
2644, -1252, 94
2645, -3172, 47
2646, -727, 96
2647, -625, 47
2648, -2234, 46
2649, 1120, 43
2650, -321, 40
2651, -1170, 72
2652, 1635, 31
2653, 749, 25
2654, 111, 19
2655, 3555, 13
2656, 1149, 7
2657, 1782, 2
2658, 3793, -5
2659, 1154, -11
2660, 2812, -17
2661, 3548, -23
2662, 1106, -28
2663, 3438, -34
2664, 3731, -37
2665, 972, -41
2666, 4173, -44
2667, 2921, -46
2668, 964, -47
2669, 3064, -48
2670, 1556, -47
2671, 376, -46
2672, 2696, -45
2673, 74, -86
2674, -898, -40
2675, 1604, -37
2676, -1099, -34
2677, -1299, -30
2678, 308, -26
2679, -2798, -21
2680, -2016, -17
2681, -1032, -12
2682, -3975, -6
2683, -1827, 0
2684, -1962, 6
2685, -4332, 24
2686, -2279, 18
2687, -2126, 23
2688, -4369, 28
2689, -1096, 32
2690, -2769, 35
2691, -4325, 37
2692, -1160, 39
2693, -2559, 40
2694, -3264, 42
2695, -600, 42
2696, -2445, 43
2697, -1493, 43
2698, 858, 43
2699, -1472, 41
2700, 197, 38
2701, 1551, 34
2702, -347, 29
2703, 1379, 24
2704, 2686, 18
2705, 334, 26
2706, 3441, 14
2707, 2332, 2
2708, 1315, -4
2709, 3860, -10
2710, 2657, -16
2711, 1690, -44
2712, 3970, -28
2713, 2146, -66
2714, 2308, -37
2715, 4111, -41
2716, 1357, -43
2717, 2219, -44
2718, 3442, -90
2719, 895, -90
2720, 2163, -44
2721, 2765, -44
2722, -394, -44
2723, 1366, -43
2724, 1413, -42
2725, -1846, -40
2726, 572, -37
2727, 604, -33
2728, -2178, -28
2729, 487, -22
2730, -1811, -15
2731, -3255, -8
2732, -757, -4
2733, -3347, 5
2734, -3586, 11
2735, -1492, 17
2736, -3689, 22
2737, -3693, 27
2738, -2057, 62
2739, -4276, 35
2740, -3361, 38
2741, -1541, 40
2742, -4098, 41
2743, -1956, 42
2744, -557, 43
2745, -2884, 86
2746, -607, 42
2747, -578, 42
2748, -1930, 41
2749, 849, 39
2750, 130, 37
2751, -723, 68
2752, 1980, 60
2753, 412, 25
2754, 216, 36
2755, 3728, 15
2756, 1373, 10
2757, 1763, 2
2758, 4113, 0
2759, 1651, -5
2760, 2984, -10
2761, 4084, -16
2762, 1047, -21
2763, 3589, -27
2764, 4203, -32
2765, 1518, -38
2766, 3348, -42
2767, 2961, -46
2768, 917, -49
2769, 3253, -51
2770, 1523, -52
2771, 384, -102
2772, 2860, -50
2773, 360, -47
2774, -512, -43
2775, 1452, -38
2776, -1134, -33
2777, -1244, -27
2778, 312, -22
2779, -2567, -17
2780, -1885, -12
2781, -520, -8
2782, -3824, -3
2783, -1969, 2
2784, -1674, 7
2785, -4568, 26
2786, -2522, 38
2787, -2640, 25
2788, -4192, 30
2789, -1715, 35
2790, -3214, 39
2791, -4030, 116
2792, -853, 44
2793, -2220, 46
2794, -3051, 46
2795, -146, 46
2796, -2548, 46
2797, -1565, 45
2798, 708, 43
2799, -1447, 40
2800, -184, 38
2801, 1728, 66
2802, -961, 30
2803, 1094, 25
2804, 2409, 20
2805, 477, 30
2806, 3147, 9
2807, 2541, 3
2808, 1101, -3
2809, 3728, -9
2810, 2732, -14
2811, 1855, -24
2812, 4880, -50
2813, 2414, -29
2814, 1795, -68
2815, 4163, -38
2816, 1624, -42
2817, 1839, -45
2818, 4050, -48
2819, 924, -49
2820, 1658, -98
2821, 2970, -49
2822, -507, -47
2823, 1447, -44
2824, 1153, -41
2825, -1368, -37
2826, 323, -66
2827, -451, -58
2828, -2979, -24
2829, 208, -20
2830, -1862, -15
2831, -2988, -10
2832, -1204, -5
2833, -2114, 1
2834, -3640, 14
2835, -1292, 13
2836, -3636, 18
2837, -3544, 24
2838, -1233, 26
2839, -4239, 34
2840, -3499, 38
2841, -1076, 82
2842, -4045, 44
2843, -1891, 45
2844, -1522, 46
2845, -3329, 46
2846, -666, 90
2847, -609, 86
2848, -1927, 41
2849, 598, 39
2850, 38, 37
2851, -1322, 36
2852, 2033, 30
2853, 1046, 26
2854, 822, 21
2855, 3428, 15
2856, 1383, 9
2857, 1471, 2
2858, 3451, -5
2859, 1961, -11
2860, 3396, -17
2861, 4381, -21
2862, 1871, -26
2863, 3596, -29
2864, 4168, -32
2865, 1284, -102
2866, 3288, -38
2867, 3106, -82
2868, 1160, -86
2869, 2875, -46
2870, 2453, -47
2871, 201, -47
2872, 2609, -47
2873, 142, -45
2874, -681, -43
2875, 1996, -40
2876, -1493, -36
2877, -966, -32
2878, -105, -30
2879, -2519, -44
2880, -2696, -16
2881, -935, -20
2882, -3038, -4
2883, -2326, 2
2884, -1798, 8
2885, -4462, 28
2886, -2817, 20
2887, -2624, 25
2888, -4423, 60
2889, -1836, 35
2890, -2551, 39
2891, -4212, 43
2892, -675, 92
2893, -2676, 48
2894, -3000, 50
2895, -134, 50
2896, -2188, 49
2897, -1236, 47
2898, 1055, 44
2899, -2141, 41
2900, 358, 38
2901, 1672, 34
2902, -782, 30
2903, 1866, 26
2904, 2544, 21
2905, 107, 0
2906, 2745, 9
2907, 2550, 3
2908, 980, -8
2909, 3753, -11
2910, 3149, -17
2911, 1380, -22
2912, 3991, -28
2913, 2727, -32
2914, 2083, -36
2915, 4217, -40
2916, 1673, -43
2917, 2275, -46
2918, 3854, -48
2919, 946, -50
2920, 1440, -50
2921, 2774, -98
2922, -127, -47
2923, 877, -44
2924, 497, -40
2925, -1491, -36
2926, 567, -32
2927, -381, -28
2928, -2333, -23
2929, -299, -18
2930, -2143, -13
2931, -3352, -8
2932, -826, -2
2933, -3124, 4
2934, -3516, 20
2935, -1503, 30
2936, -4229, 20
2937, -3483, 25
2938, -1459, 29
2939, -4218, 33
2940, -3106, 36
2941, -1741, 76
2942, -3841, 41
2943, -2310, 42
2944, -1645, 44
2945, -3634, 45
2946, -497, 45
2947, -807, 45
2948, -1779, 88
2949, 901, 41
2950, 138, 38
2951, -962, 34
2952, 1903, 26
2953, 426, 48
2954, 694, 18
2955, 2748, 12
2956, 1944, 6
2957, 1515, 0
2958, 4086, -6
2959, 1205, -11
2960, 2471, -16
2961, 4766, -21
2962, 1203, -26
2963, 2904, -31
